Unnamed: 0,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,content_score,keyword
10,12458936,R2F0TUS62C3ZCN,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Great little microwave!,"Excellent small microwave!  I recently moved to an apartment which did not have a built-in microwave, but also a kitchen that wasn't that big.  This microwave was perfect for it.  Its footprint is small, however it packs a punch.  All my plates fit it and cooks everything evenly.  The only downside is that when opening or closing the door, the whole microwave sometimes may move as it's not the heaviest out there, but I'm not going to fault it for that, I just simply put my other hand on top of it while opening/closing.",8/28/2015,0.13225212693214414,"['Excellent', 'small', 'microwave', 'recently', 'moved', 'apartment', 'microwave', 'also', 'kitchen', 'big', 'microwave', 'perfect', 'footprint', 'small', 'however', 'packs', 'punch', 'plates', 'fit', 'cooks', 'everything', 'evenly', 'downside', 'opening', 'closing', 'door', 'whole', 'microwave', 'sometimes', 'may', 'move', 'heaviest', 'going', 'fault', 'simply', 'put', 'hand', 'top']"
11,39416583,R2X9MN0B0MVUZT,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,4,0,0,N,Y,Four Stars,Works Really Well,8/27/2015,0.836403489112854,"['Works', 'Really', 'Well']"
12,31487975,R35P4D0NHKAGKE,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,1,1,N,Y,Five Stars,Love this microwave!  Gives me more space in my kitchen. ..only con is the price.,8/27/2015,0.8818924427032471,"['Love', 'microwave', 'Gives', 'space', 'kitchen', 'con', 'price']"
13,26976013,R2V6PXBBC9ZPKZ,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,3,0,1,N,Y,I never used this for my wife insisted we buy ...,I never used this for my wife insisted we buy a new microwave after I bought this. I did contact GE and they gave me a 20$ credit  and said not to worry about  paint peeling off. Tell that to your wife! That was OK because I read some reviews which made it sound alittle difficult to use.,8/27/2015,0.8354998826980591,"['never', 'used', 'wife', 'insisted', 'buy', 'new', 'microwave', 'bought', 'contact', 'GE', 'gave', 'credit', 'said', 'worry', 'paint', 'peeling', 'Tell', 'wife', 'OK', 'read', 'reviews', 'made', 'sound', 'alittle', 'difficult', 'use']"
14,43393377,R1MTXPHNTE0OEM,B007XZ8FNO,565072108,lg over-the-range microwave oven with 300 cfm venting system,1,3,3,N,N,"This device needs to be recalled, deaths are going to occur.","We are currently on the third microwave from LG. The first microwave failed after 2 weeks.  It took 2 weeks for LG to get us a new microwave.  The next microwave lasted 11 months.  It went out on thanksgiving, we bought a 69.00 off brand microwave, it has worked perfectly for last 18 months. The LG failed again after 18 months.  Lowes and Home Depot should replace microwave.  Reading the blog, I have never had a brand of microwave failed this often.  I am going to take LG to court.  They have to know there is a major problem, if so many failures, yet they continued producing this worthless piece of junk.  This appears to be another bean counter situation, cheaper to give new machine and fix damage, than recall product.",8/26/2015,0.05583250522613525,"['currently', 'third', 'microwave', 'LG', 'first', 'microwave', 'failed', 'weeks', 'took', 'weeks', 'LG', 'get', 'us', 'new', 'microwave', 'next', 'microwave', 'lasted', 'months', 'went', 'thanksgiving', 'bought', 'brand', 'microwave', 'worked', 'perfectly', 'last', 'months', 'LG', 'failed', 'months', 'Lowes', 'Home', 'Depot', 'replace', 'microwave', 'Reading', 'blog', 'never', 'brand', 'microwave', 'failed', 'often', 'going', 'take', 'LG', 'court', 'know', 'major', 'problem', 'many', 'failures', 'yet', 'continued', 'producing', 'worthless', 'piece', 'junk', 'appears', 'another', 'bean', 'counter', 'situation', 'cheaper', 'give', 'new', 'machine', 'fix', 'damage', 'recall', 'product']"
15,51425093,RR48906IDDC7R,B00NXRHIO8,692404913,samsung counter top microwave,5,1,1,N,Y,... for about a week and so far it's been great; the microwaving powder is quite strong,"Had this for about a week and so far it's been great; the microwaving powder is quite strong; but the grill plate is too high for some bulkier food, that would be my only complain.",8/25/2015,0.167585551738739,"['week', 'far', 'great', 'microwaving', 'powder', 'quite', 'strong', 'grill', 'plate', 'high', 'bulkier', 'food', 'would', 'complain']"
16,46888195,R3BRGLMPYWFS2N,B00NQFSSWS,692404913,samsung counter top microwave,1,5,7,N,Y,I only got to use the grill feature once and it was fun.,the microwave turntable and light would come by itself and sometimes when you closed the door.  At first we were able to cook with the microwave but eventually it got to where I couldn't get it to cook no matter what we tried such as unplugging it and it would sit there rotating but not heating.  So sadly we had to send it back.  I only got to use the grill feature once and it was fun.,8/25/2015,0.05108514428138733,"['microwave', 'turntable', 'light', 'would', 'come', 'sometimes', 'closed', 'door', 'first', 'able', 'cook', 'microwave', 'eventually', 'got', 'could', 'get', 'cook', 'matter', 'tried', 'unplugging', 'would', 'sit', 'rotating', 'heating', 'sadly', 'send', 'back', 'got', 'use', 'grill', 'feature', 'fun']"
17,7686469,R1FB7BN6Z0L3XO,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,1,2,N,Y,This is a funny story.,"This is a funny story....years ago my husband found one of these cube microwaves at a garage sale for $25.00!  It was perfect for our daughter as she has an extremely SMALL kitchen with very little counter space etc.  Recently I moved to a older home, new home to me with lots of charm and very little counter space. No room for an over the range microwave. My new little Whirlpool Cube fits perfectly into the corner space of my new little kitchen!  Love it, Love it, Love it....however $25.00 would have been an easier price on the pocket book! LOL",8/24/2015,0.9658963680267334,"['funny', 'story', 'ago', 'husband', 'found', 'one', 'cube', 'microwaves', 'garage', 'sale', 'perfect', 'daughter', 'extremely', 'SMALL', 'kitchen', 'little', 'counter', 'space', 'etc', 'Recently', 'moved', 'older', 'home', 'new', 'home', 'lots', 'charm', 'little', 'counter', 'space', 'room', 'range', 'microwave', 'new', 'little', 'Whirlpool', 'Cube', 'fits', 'perfectly', 'corner', 'space', 'new', 'little', 'kitchen', 'Love', 'Love', 'Love', 'would', 'easier', 'price', 'pocket', 'book', 'LOL']"
18,46694531,R3U4EMQXXN5ZWA,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,4,0,0,N,Y,Love to nuke,"Good price, has continued to work very well since December 2014 (8 months). My only recent complaint is that the glass carousel no longer seems to fit tightly over the plastic gear in the center. It therefore makes a rattling sound as the gear turns. I don't see what could cause the loose fit. Nevertheless, the carousel does turn, just not very quietly.<br /><br />Otherwise, great buy. It is still easy to clean. I love using the 1, 2 and 3 settings for one-touch cooking times of 1, 2 or 3 minutes. I really like being able to turn the microwave on for 30 seconds by simply touching &#34;Start&#34; one time. Some people have complained that the door is hard to open so that when the large &#34;open&#34; button is pushed, the entire microwave moves, but I have not had that experience. I seldom use the programmed settings for vegetables, popcorn, potato, etc. I had a bad experience burning a minibag of popcorn - the microwave didn't sense a need to stop cooking. However, it's fine for baking a potato.<br /><br />I do not understand the benefit of the rather extreme concave back to the interior, which contributes to the 1.4 cu ft interior volume. But the size is right for me regardless. Certainly this was the best buy on Amazon for my purposes.",8/24/2015,0.07635509967803955,"['Good', 'price', 'continued', 'work', 'well', 'since', 'December', 'months', 'recent', 'complaint', 'glass', 'carousel', 'longer', 'seems', 'fit', 'tightly', 'plastic', 'gear', 'center', 'therefore', 'makes', 'rattling', 'sound', 'gear', 'turns', 'see', 'could', 'cause', 'loose', 'fit', 'Nevertheless', 'carousel', 'turn', 'br', 'br', 'Otherwise', 'great', 'buy', 'still', 'easy', 'clean', 'love', 'using', 'settings', 'cooking', 'times', 'minutes', 'really', 'like', 'able', 'turn', 'microwave', 'seconds', 'simply', 'touching', 'Start', 'one', 'time', 'people', 'complained', 'door', 'hard', 'open', 'large', 'open', 'button', 'pushed', 'entire', 'microwave', 'moves', 'experience', 'seldom', 'use', 'programmed', 'settings', 'vegetables', 'popcorn', 'potato', 'etc', 'bad', 'experience', 'burning', 'minibag', 'popcorn', 'microwave', 'sense', 'need', 'stop', 'cooking', 'However', 'fine', 'baking', 'br', 'br', 'understand', 'benefit', 'rather', 'extreme', 'concave', 'back', 'interior', 'contributes', 'cu', 'ft', 'interior', 'volume', 'size', 'right', 'regardless', 'Certainly', 'best', 'buy', 'Amazon', 'purposes']"
19,20673186,RCFH27W77OTPH,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,4,0,0,N,Y,this is a great product. The size is perfect and it works ...,"Although it slides when you open the door, this is a great product. The size is perfect and it works great.<br /><br />Because of how my kitchen is designed, I cant push my microwave against the wall.  If you can, then your microwave will not slide.",8/24/2015,0.8609004020690918,"['Although', 'slides', 'open', 'door', 'great', 'product', 'size', 'perfect', 'works', 'br', 'br', 'kitchen', 'designed', 'cant', 'push', 'microwave', 'wall', 'microwave', 'slide']"
20,16397097,R2R63T6FP7G9JL,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,4,0,0,N,Y,Four Stars,Solid microwave for a good price.,8/24/2015,0.9168027639389038,"['Solid', 'microwave', 'good', 'price']"
21,12457810,RLQM6VC4WYV08,B007XZ8FNO,565072108,lg over-the-range microwave oven with 300 cfm venting system,1,1,1,N,N,No timer,This microwave has every button in the world except a simple timer. We used our microwave timer for everything. It's so stupid that a microwave this expensive doesn't include a basic kitchen timer.,8/24/2015,0.20859354734420776,"['microwave', 'every', 'button', 'world', 'except', 'simple', 'timer', 'used', 'microwave', 'timer', 'everything', 'stupid', 'microwave', 'expensive', 'include', 'basic', 'kitchen', 'timer']"
22,14228362,R3YSEIBEK0XYT,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,5,0,0,N,Y,"Timely delivery, good product.","Prompt delivery, my microwave is back up and running.",8/24/2015,0.882834792137146,"['Prompt', 'delivery', 'microwave', 'back', 'running']"
23,42678211,R9HXJK5NX9IPY,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Five Stars,very attractive and useful mircorwave,8/24/2015,0.999447226524353,"['attractive', 'useful', 'mircorwave']"
24,14546777,R14FJ9TGHJN8X8,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,0,0,N,Y,Whirlpool WMC20005YW 0.5 cubic ft. microwave white,Although only .5 it holds a nice size dish.  I love that the controls are at the bottom. Counter space is limited so this is peer.  Would be great in a dorm room too,8/23/2015,0.23425132036209104,"['Although', 'holds', 'nice', 'size', 'dish', 'love', 'controls', 'bottom', 'Counter', 'space', 'limited', 'peer', 'Would', 'great', 'dorm', 'room']"
25,13560534,R36FKD0RA85LD2,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,3,1,2,N,Y,Danby 1.1 cuft microwave good unit,"Unit is lighter than expected. Cooks as expected. Door latch is hard to push, but not hard enough to move unit while opening. Light comes on as unit runs, not as door opens. Buttons are convenient for cooking, but read directions, some difference to set power levels, than other microwaves I have owned. Went with this unit, due to reviews, size and price.",8/21/2015,0.3187639117240906,"['Unit', 'lighter', 'expected', 'Cooks', 'expected', 'Door', 'latch', 'hard', 'push', 'hard', 'enough', 'move', 'unit', 'opening', 'Light', 'comes', 'unit', 'runs', 'door', 'opens', 'Buttons', 'convenient', 'cooking', 'read', 'directions', 'difference', 'set', 'power', 'levels', 'microwaves', 'owned', 'Went', 'unit', 'due', 'reviews', 'size', 'price']"
26,1316798,RV08WAK7KQ5C8,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,5,1,2,N,Y,Five Stars,Extremly satisfied,8/21/2015,0.9418187141418456,"['Extremly', 'satisfied']"
27,16996448,RUMJPRPFJFIZ2,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,0,0,N,Y,Worked well on Sharp Carousel II,Worked well on an old Sharp Carousel II Microwave. 1 can was enough for 2 coats. First make sure you sand down and prime any rust spots so they won't show through.,8/20/2015,0.9595580101013184,"['Worked', 'well', 'old', 'Sharp', 'Carousel', 'II', 'Microwave', 'enough', 'coats', 'First', 'make', 'sure', 'sand', 'prime', 'rust', 'spots', 'wo', 'show']"
28,42040790,R29HSQ1GJXRRXH,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Great purchase. The microwave does the job and was ...,Great purchase.  The microwave does the job and was a great price.,8/20/2015,0.972691297531128,"['Great', 'purchase', 'microwave', 'job', 'great', 'price']"
29,19768842,RRO2C7LNHYSSL,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,0,0,N,Y,Five Stars,excellent results,8/20/2015,0.9977422952651978,"['excellent', 'results']"
30,36581725,ROKWTKVHCUN0D,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Five Stars,"Works great, product was as describer and delivered promptly and on time.",8/20/2015,0.8982160091400146,"['Works', 'great', 'product', 'describer', 'delivered', 'promptly', 'time']"
31,9939829,R23IP4R4VPCU7W,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,5,2,2,N,Y,Truckers Mucrowave,Perfect for semi truck at 750 watts can run on1000 watt inverter,8/20/2015,0.8840402364730835,"['Perfect', 'semi', 'truck', 'watts', 'run', 'watt', 'inverter']"
32,38328350,R3ALDVS4RB8YJD,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,4,47,53,N,Y,Gap on the top right,"I just received mine and, when it's running, you can see the interior light shinning through a gap on the top corner. Not sure if this is normal or safe, so I've submitted a question about it. For now, I'll give it a 3 star review for looks and the slightly annoying BANG! the door makes when it closes, pending any heating and an answer to my question. I'll update then. I'm attaching pictures of the gap.<br /><br />UPDATE (9/26/2015): Well, the gap doesn't seem to be a normal feature, but it doesn't seem to affect the operation of the microwave oven in any way. I mostly use it for heating up leftovers and it works great for that purpose, have not tried it for any serious cooking. The loud door is far more tolerable now after a few uses, barely noticeable. Updating my review to 4 stars, won't do five only because of that gap.",8/19/2015,0.2569858431816101,"['received', 'mine', 'running', 'see', 'interior', 'light', 'shinning', 'gap', 'top', 'corner', 'sure', 'normal', 'safe', 'submitted', 'question', 'give', 'star', 'review', 'looks', 'slightly', 'annoying', 'BANG', 'door', 'makes', 'closes', 'pending', 'heating', 'answer', 'question', 'update', 'attaching', 'pictures', 'br', 'br', 'UPDATE', 'Well', 'gap', 'seem', 'normal', 'feature', 'seem', 'affect', 'operation', 'microwave', 'oven', 'way', 'mostly', 'use', 'heating', 'leftovers', 'works', 'great', 'purpose', 'tried', 'serious', 'cooking', 'loud', 'door', 'far', 'tolerable', 'uses', 'barely', 'noticeable', 'Updating', 'review', 'stars', 'wo', 'five', 'gap']"
33,30384634,R7LFUNGK7ZW6L,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,0,0,N,Y,Five Stars,Works well with proper preparation.,8/19/2015,0.7846217155456543,"['Works', 'well', 'proper', 'preparation']"
34,33685362,RYUZHTA87W6I9,B003KI1W3I,984005611,sharp rmotda252wrzz microwave turntable motor,3,0,1,N,N,I'm an IDIOT,"I am giving three (3) stars because I have to.  In order to get this message on-to the page I must (RATE) the product?  Well,  this is a first and more-than-likely, my last attempt to rate a product before receiving it?I have the (OLDER) SHARP MODEL # R-410LW.  It is no longer (if ever) listed on SHARPS pages for repair OEM?  Well, I am guessing (and ordering) this:  &#34;RMOTDA252WRZZ&#34;... ...HOWEVER, MY (burned up) SHARP motor is: # &#34;RMOTDA264WRZZ&#34;  but I'm thinking that the RPM (3) three... is the same... 60Hz... is the same...120 V...is the same...2W...is the same...so, I'll (maybe) be losing money on this part but the same one is: $36.00?  Wish me?  Stupid...I know!",8/19/2015,0.15697520971298218,"['giving', 'three', 'stars', 'order', 'get', 'message', 'page', 'must', 'RATE', 'product', 'Well', 'first', 'last', 'attempt', 'rate', 'product', 'receiving', 'OLDER', 'SHARP', 'MODEL', 'longer', 'ever', 'listed', 'SHARPS', 'pages', 'repair', 'OEM', 'Well', 'guessing', 'ordering', 'HOWEVER', 'burned', 'SHARP', 'motor', 'thinking', 'RPM', 'three', 'V', 'maybe', 'losing', 'money', 'part', 'one', 'Wish', 'Stupid', 'know']"
35,47830216,R2UQX5X29O3ICI,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,4,0,0,N,Y,But it fits where we wanted it just perfect and we like the looks,We ordered it for a boat that we are rebuilding not real sure how its going to work yet. But it fits where we wanted it just perfect and we like the looks. That is about all I can tell you at the present time.  Terry,8/19/2015,0.7743312120437622,"['ordered', 'boat', 'rebuilding', 'real', 'sure', 'going', 'work', 'yet', 'fits', 'wanted', 'perfect', 'like', 'looks', 'tell', 'present', 'time', 'Terry']"
36,34078104,R3MSBQ3L6OIFIP,B003KI1W3I,984005611,sharp rmotda252wrzz microwave turntable motor,5,0,0,N,Y,Five Stars,Good,8/18/2015,0.9739308357238771,['Good']
37,52830657,RPR2PCYD8LDEM,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,4,0,0,N,Y,It's pretty powerful. It looks as if there are many ...,Needed one in a hurry and my teen bought this. It's pretty powerful. It looks as if there are many brands that are actually this same machine.,8/18/2015,0.8851618766784668,"['Needed', 'one', 'hurry', 'teen', 'bought', 'pretty', 'powerful', 'looks', 'many', 'brands', 'actually', 'machine']"
38,48862363,R17Z5LA3XNPOSX,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,5,0,1,N,Y,What a great unit! Took some fiddling to install but the ...,What a great unit!  Took some fiddling to install but the unit itself is really very nice.,8/18/2015,0.9407328367233276,"['great', 'unit', 'Took', 'fiddling', 'install', 'unit', 'really', 'nice']"
39,13408354,R1V1MIFZU32A97,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",5,3,3,N,Y,The fabuous whirlpool mini!,"I had found a small blue cube micro wave some years ago.  After 16 years of service it finally wore out.  I love the cube shape and took a risk on ordering this little gem.  I couldn't be happier.  It is the great same size, the outside is fabulous and it has more power than the last microwave. Would not hesitate to purchase this again! Totally worth the price.",8/18/2015,0.8928415179252625,"['found', 'small', 'blue', 'cube', 'micro', 'wave', 'years', 'ago', 'years', 'service', 'finally', 'wore', 'love', 'cube', 'shape', 'took', 'risk', 'ordering', 'little', 'gem', 'could', 'happier', 'great', 'size', 'outside', 'fabulous', 'power', 'last', 'microwave', 'Would', 'hesitate', 'purchase', 'Totally', 'worth', 'price']"
40,43476708,R33HSAVWTVNLG6,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,5,0,1,N,Y,Five Stars,Love LG products. Got product in a timely manner.,8/18/2015,0.9169678092002868,"['Love', 'LG', 'products', 'Got', 'product', 'timely', 'manner']"
41,43776930,R37VRG2JRLUORR,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,3,2,2,N,Y,"Nothing special, but fits the bill.","Works well enough for my purposes. Just the right size. I dig the 1 touch feature for 30 seconds (start) and minutes (number buttons). It's also good that it has the removable glass rotator thingy. What brings the star count down are the button sizes themselves – super tiny, and the handle. While this microwave is nice and light and the door seals well, that doesn't make for a good combination for opening the door. So I have to hold one side to apply opposite pressure to open the door. I think this could be solved with some super rubber feet, but I shouldn't have to add them myself.",8/17/2015,0.9043779969215392,"['Works', 'well', 'enough', 'purposes', 'right', 'size', 'dig', 'touch', 'feature', 'seconds', 'start', 'minutes', 'number', 'buttons', 'also', 'good', 'removable', 'glass', 'rotator', 'thingy', 'brings', 'star', 'count', 'button', 'sizes', 'super', 'tiny', 'handle', 'microwave', 'nice', 'light', 'door', 'seals', 'well', 'make', 'good', 'combination', 'opening', 'door', 'hold', 'one', 'side', 'apply', 'opposite', 'pressure', 'open', 'door', 'think', 'could', 'solved', 'super', 'rubber', 'feet', 'add']"
42,2200793,R1UFH7URKHIN3E,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,1,1,1,N,Y,Received defected item,Came in brand new package but item doesn't work at all.,8/17/2015,0.18451771140098566,"['Came', 'brand', 'new', 'package', 'item', 'work']"
43,43357025,R3M0JKAJ6MB493,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,5,0,1,N,Y,but it heats quickly and is very easy to clean,"You can't use the &#34;cook&#34; feature with a timer going on the machine, but it heats quickly and is very easy to clean.",8/16/2015,0.8219912648200989,"['ca', 'use', 'cook', 'feature', 'timer', 'going', 'machine', 'heats', 'quickly', 'easy', 'clean']"
44,47563179,RE5FI6X7K940Q,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Five Stars,Got it sooner thank you,8/15/2015,0.9583325386047364,"['Got', 'sooner', 'thank']"
45,52927350,R4IVJK585QSVN,B000W3JHHM,943347999,pem31smss ge profile spacemaker countertop microwave oven stainless steel,4,0,0,N,N,This has been a good microwave for us,"This has been a good microwave for us. Sure the paint has peeled inside, but for us it was only after 2-3 years. I just scraped it off; it is not needed for cooking. The thing that we really like is that the styling on the front completely matches our Jenn-aire stove right below it. Cooking wise, it has been fine, and heavily used for many years. It is now reaching end of life, and I am struggling to find a replacement that fits the space and matches the stove.",8/15/2015,0.7569366693496704,"['good', 'microwave', 'us', 'Sure', 'paint', 'peeled', 'inside', 'us', 'years', 'scraped', 'needed', 'cooking', 'thing', 'really', 'like', 'styling', 'front', 'completely', 'matches', 'stove', 'right', 'Cooking', 'wise', 'fine', 'heavily', 'used', 'many', 'years', 'reaching', 'end', 'life', 'struggling', 'find', 'replacement', 'fits', 'space', 'matches', 'stove']"
46,45699801,R191WJ8DHZTEB3,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,1,6,9,N,Y,it looks like it is cooking but the water is at room ...,"It came slightly damaged but main problem is that it does not heat at all in any functions.  I have tried to heat a cup of water with Microwave Express, it looks like it is cooking but the water is at room temperature after 30 seconds.  Then I have tried all the functions and none of them work.  The surface light and the vent fan works fine.  I really should try it before I install it.  Now I have all the trouble to remove it and install another one.<br /><br />I order it from Amazon and contacted both the seller Home Care Company.  Since it is Saturday so I will have to wait up to two working days to to get a respond from Home Care Company.  I am not sure what will happen but I am not recommend to buy this product or buy it online.",8/15/2015,0.09120580554008484,"['came', 'slightly', 'damaged', 'main', 'problem', 'heat', 'functions', 'tried', 'heat', 'cup', 'water', 'Microwave', 'Express', 'looks', 'like', 'cooking', 'water', 'room', 'temperature', 'seconds', 'tried', 'functions', 'none', 'work', 'surface', 'light', 'vent', 'fan', 'works', 'fine', 'really', 'try', 'install', 'trouble', 'remove', 'install', 'another', 'br', 'br', 'order', 'Amazon', 'contacted', 'seller', 'Home', 'Care', 'Company', 'Since', 'Saturday', 'wait', 'two', 'working', 'days', 'get', 'respond', 'Home', 'Care', 'Company', 'sure', 'happen', 'recommend', 'buy', 'product', 'buy', 'online']"
47,21251181,RX0KIGMX2MNAG,B0043GDSR4,166483932,ge csa1201rss cafe advantium 1.7 cu. ft. stainless steel over-the-range microwave - convection,5,0,0,N,N,So far so good!,3yrs and counting. So far so good!,8/13/2015,0.9553995132446288,"['counting', 'far', 'good']"
